,BR,BTH,BPH,BMAG,UNIX TIME
0,0.3730431693955611,0.058463920823744915,-0.01993014677776805,0.37813894556033134,697420830.0
1,0.3724388017697723,0.05801071346027744,-0.01878195849563733,0.37743331568986865,697420890.0
2,0.37173837263541976,0.06077206952068314,-0.017538790193851152,0.37713243886446784,697420950.0
3,0.3763311987544781,0.06081778098386193,-0.02246175408053484,0.38189822832185205,697421010.0
4,0.37606294538440904,0.060153948520009874,-0.01825094337299683,0.3813028363704726,697421070.0
5,0.373313919880781,0.06222972609387491,-0.019105476351886006,0.3790004571086189,697421130.0
6,0.37167970955009827,0.05815342069134354,-0.02226022164852702,0.37689468555452543,697421190.0
7,0.3739073042208023,0.05691432041451266,-0.019089375058498597,0.37873191459784494,697421250.0
8,0.3735760765874924,0.05811968983685147,-0.021081844917320743,0.37868585302324537,697421310.0
9,0.37460966631141585,0.0578780202739748,-0.021690209539567257,0.3796990789124838,697421370.0
10,0.3736198873327188,0.05980228156697332,-0.022939179892910902,0.3791060408455688,697421430.0
11,0.37373728871320455,0.05511975880798997,-0.02825709065963546,0.37886619909952524,697421490.0
12,0.37478291078329573,0.05777963261573862,-0.021811491026229486,0.37985944724094234,697421550.0
13,0.3700498438110126,0.05808280075383645,-0.020849005339462507,0.3751860914809799,697421610.0
14,0.37226283101416796,0.0570424642928302,-0.017761821140508508,0.3770590023392378,697421670.0
15,0.3726349180218587,0.05606775386902966,-0.02408836832891645,0.37761871836577243,697421730.0
16,0.37097878876811613,0.056786376287943446,-0.026414123877612813,0.3762616135436387,697421790.0
17,0.3698196285105882,0.0557177259288515,-0.03106414714064188,0.37530528899127646,697421850.0
18,0.3724220218178112,0.05481012043523874,-0.02708639672671682,0.37747283814861654,697421910.0
19,0.37503574469471496,0.050704170424172974,-0.026713217573551728,0.37942957547558515,697421970.0
20,0.37554477528138935,0.0463187795688016,-0.02941051628527272,0.3796962867743348,697422030.0
21,0.37144364906892313,0.06471498113163851,-0.004799588482749221,0.377101442114813,697422090.0
22,0.3744947018990155,0.06059497042260191,-0.010162678477585224,0.37952840358244444,697422150.0
23,0.376731008064917,0.058227113059517596,-0.013311320941944215,0.3814589861825563,697422210.0
24,0.373906239461516,0.06164927143196828,-0.021891911506183647,0.37975570748887433,697422270.0
25,0.3757899596395617,0.06072573148689536,-0.03397409860182331,0.38226800454778814,697422330.0
26,0.37846132186023634,0.05608475536996352,-0.032093646695904636,0.3840001662111075,697422390.0
27,0.3743286426428543,0.05847205037143175,-0.03734748052388367,0.3807324231729868,697422450.0
28,0.3751316597647778,0.052371507775120583,-0.04014359012264899,0.38091385338338835,697422510.0
29,0.37680082451544156,0.0557679742370682,-0.03537391176486551,0.38259387476876855,697422570.0
30,0.3752338149442522,0.05822811217107343,-0.03528068443301497,0.38138467186373176,697422630.0
31,0.37595396230646666,0.05671298140418196,-0.03238265540027618,0.38161107826203794,697422690.0
32,0.3767509481879756,0.0549169337322771,-0.03403968197510983,0.38227727953546103,697422750.0
33,0.3773418814210418,0.05724547073377959,-0.03937494181001658,0.3837129766799538,697422810.0
34,0.37791542884602,0.06224193554442851,-0.04136888241235753,0.385271293955816,697422870.0
35,0.37966562481611726,0.05732046370693365,-0.036025518833892003,0.38569605168281934,697422930.0
36,0.3810042051340874,0.05868362273294981,-0.036983234968332265,0.38731191003746873,697422990.0
37,0.3803647162115519,0.0592918702791233,-0.05021466433210786,0.38826611827942026,697423050.0
38,0.37820648675461,0.0610894718717324,-0.04841732245013458,0.386195109999375,697423110.0
39,0.3803243625779252,0.06322827969280351,-0.044040687885036886,0.3881339941538433,697423170.0
40,0.37918541710909504,0.06353376839103686,-0.042486155234665805,0.38687889829255306,697423230.0
41,0.379547636034749,0.06310430584713089,-0.03587211840183524,0.3864533313020012,697423290.0
42,0.38026831693235286,0.06476737466963596,-0.03880734958513256,0.38788617155727034,697423350.0
43,0.37846038493880146,0.05822347483933839,-0.05357557891056184,0.3866799861282821,697423410.0
44,0.37917966437464556,0.059809779379824506,-0.05231407748256145,0.3874545452633082,697423470.0
45,0.37735909928386185,0.05220684353436165,-0.06284128258415855,0.38615625603808623,697423530.0
46,0.3773305015421298,0.05519557284978259,-0.0573735266826376,0.3857156237986216,697423590.0
47,0.3746125076559979,0.05455748316968394,-0.05472846103716729,0.382524119887727,697423650.0
48,0.3756880967299521,0.06045859040840411,-0.048081118906863375,0.3835929060075986,697423710.0
49,0.37218374240325336,0.06636495731921598,-0.03739526470407073,0.37997312949098927,697423770.0
50,0.3719564341967062,0.07356340781357833,-0.03227797999322867,0.3807313317356916,697423830.0
51,0.37183728820349676,0.08431203331354438,-0.021593050604277218,0.38202970376849993,697423890.0
52,0.37182649193098233,0.0702794630534273,-0.04325723392079482,0.3809422381847742,697423950.0
53,0.3711192059064795,0.06806944768334679,-0.0429725113839211,0.37980958064478954,697424010.0
54,0.36874435066280714,0.05928152149382793,-0.04673614868877495,0.37643843398413274,697424070.0
55,0.367299134031439,0.06639293836552151,-0.042250051687150056,0.37571209646092263,697424130.0
56,0.3700202796616988,0.06838689175190582,-0.04437282083225824,0.3789349443961602,697424190.0
57,0.36825199911988243,0.07452260399814838,-0.0400196862248121,0.3778832289583528,697424250.0
58,0.36884203651708647,0.0652509830839628,-0.045142964228923756,0.3772947948259811,697424310.0
59,0.36746156259192675,0.06625599489611204,-0.04350405237200021,0.37593777647345866,697424370.0
60,0.36763542380435316,0.07683471230394086,-0.03980834264196976,0.37770278458832623,697424430.0
