2006 037 23 12 10.500       -18.798       -63.542        15.651        68.087         1.126        -0.039         0.409         1.198
2006 037 23 17 10.500       -18.793       -63.542        15.653        68.086         1.126        -0.039         0.409         1.198
2006 037 23 22 10.500       -18.787       -63.542        15.655        68.085         1.126        -0.038         0.409         1.198
2006 037 23 27 10.500       -18.782       -63.542        15.657        68.084         1.126        -0.037         0.409         1.199
2006 037 23 32 10.500       -18.776       -63.542        15.659        68.084         1.126        -0.037         0.409         1.199
2006 037 23 37 10.500       -18.771       -63.542        15.661        68.083         1.127        -0.036         0.408         1.199
2006 037 23 42 10.500       -18.765       -63.543        15.663        68.082         1.127        -0.035         0.408         1.199
2006 037 23 47 10.500       -18.760       -63.543        15.665        68.081         1.127        -0.035         0.408         1.199
2006 037 23 52 10.500       -18.754       -63.543        15.667        68.080         1.127        -0.034         0.408         1.199
2006 037 23 57 10.500       -18.749       -63.543        15.669        68.079         1.127        -0.034         0.408         1.199
2006 038 00 02 10.500       -18.744       -63.543        15.671        68.078         1.127        -0.033         0.408         1.199
2006 038 00 07 10.500       -18.738       -63.543        15.673        68.077         1.128        -0.032         0.407         1.199
2006 038 00 12 10.500       -18.733       -63.543        15.675        68.076         1.128        -0.032         0.407         1.200
